age,utme_score,post_utme_score,olevel_points,subject_relevance,catchment_category,course_choice,interview_score,admission_status
18,189.0,79.3,38.0,0.5,Catchment,First Choice,79.4,1
24,272.0,78.4,41.0,0.51,Non-Catchment,Second Choice,57.0,1
18,222.0,88.4,31.0,0.84,Non-Catchment,First Choice,71.2,1
20,251.0,79.6,45.0,0.76,Catchment,Second Choice,72.2,1
24,234.0,91.0,42.0,0.88,ELDS,First Choice,49.2,1
18,228.0,61.5,38.0,1.0,Non-Catchment,First Choice,59.0,0
22,248.0,41.5,35.0,0.8,Non-Catchment,First Choice,79.0,1
16,228.0,40.0,38.0,0.54,Catchment,Second Choice,59.6,0
19,166.0,75.9,26.0,0.91,Catchment,First Choice,72.2,0
19,269.0,55.8,45.0,0.54,Non-Catchment,First Choice,77.9,1
22,257.0,56.9,42.0,1.0,Non-Catchment,First Choice,77.0,1
23,125.0,46.8,44.0,0.31,Non-Catchment,First Choice,94.6,0
16,191.0,48.6,35.0,0.59,Non-Catchment,First Choice,48.4,0
20,267.0,60.8,33.0,0.82,Non-Catchment,First Choice,92.9,1
22,138.0,39.2,31.0,0.94,Catchment,First Choice,69.5,0
19,262.0,58.9,40.0,0.56,ELDS,First Choice,76.7,1
19,214.0,77.7,32.0,0.53,Non-Catchment,Second Choice,73.9,0
19,280.0,23.0,34.0,0.73,Catchment,First Choice,72.9,1
21,220.0,31.9,38.0,1.0,Catchment,First Choice,47.3,0
22,188.0,65.1,31.0,0.39,Non-Catchment,First Choice,75.9,0
17,234.0,75.5,41.0,0.64,Non-Catchment,First Choice,31.2,1
20,219.0,47.7,35.0,0.75,Catchment,First Choice,100.0,1
19,184.0,25.0,26.0,0.54,Catchment,Second Choice,67.6,0
18,320.0,76.5,31.0,0.54,Non-Catchment,First Choice,83.2,1
22,176.0,42.8,43.0,0.65,ELDS,First Choice,73.6,0
21,119.0,49.6,29.0,0.76,Catchment,First Choice,60.7,0
22,291.0,59.8,40.0,0.66,Non-Catchment,Second Choice,49.2,1
20,194.0,45.0,36.0,0.99,Catchment,First Choice,45.4,0
21,207.0,41.9,34.0,0.82,Catchment,First Choice,75.6,1
20,204.0,42.1,45.0,0.78,Catchment,First Choice,74.5,1
22,194.0,82.9,27.0,0.91,Catchment,First Choice,71.2,0
17,186.0,72.4,31.0,0.78,Catchment,First Choice,57.6,0
20,175.0,63.6,35.0,0.61,ELDS,First Choice,68.3,0
21,223.0,22.2,45.0,0.65,Catchment,First Choice,51.5,0
21,202.0,63.7,35.0,0.47,Catchment,First Choice,46.4,0
20,253.0,62.9,37.0,1.0,Catchment,Second Choice,54.5,1
22,242.0,35.8,33.0,0.89,Non-Catchment,First Choice,55.3,0
23,178.0,58.9,37.0,0.19,ELDS,First Choice,89.3,0
22,225.0,70.8,33.0,0.97,Catchment,First Choice,32.7,0
20,201.0,63.5,39.0,0.41,Non-Catchment,First Choice,59.3,1
16,175.0,44.8,40.0,0.8,Catchment,First Choice,72.6,0
20,251.0,55.2,34.0,0.26,Non-Catchment,First Choice,99.7,0
17,215.0,66.0,28.0,0.61,Catchment,First Choice,47.9,0
20,202.0,55.9,36.0,0.97,Non-Catchment,First Choice,37.7,0
20,181.0,73.8,43.0,0.98,Non-Catchment,First Choice,74.5,1
17,174.0,60.9,30.0,0.76,Non-Catchment,First Choice,63.3,0
20,309.0,66.3,37.0,0.86,Catchment,Second Choice,55.6,1
19,235.0,67.3,28.0,0.42,Catchment,First Choice,68.8,0
16,171.0,39.0,29.0,0.81,Non-Catchment,First Choice,77.2,0
18,233.0,55.7,43.0,0.87,Non-Catchment,First Choice,74.7,1
